label	txt
2	女汲涧中水男采山上薪家家守村业白头不出门该诗句不能反映小农经济的封闭性农民自由迁徙择业小农经济的保守性农民生活的自给自足
2	有史料载蜀守冰凿离碓辟沫水之害穿二江成都之中此渠皆可行舟有余则用溉浸百姓飨其利该渠为灵渠都江堰郑国渠井渠
2	民族区域自治制度是我国基本的政治制度它与香港澳门特别行政区制度的最主要区别是社会制度不同拥有的自治权不同经济政策不同外交权利不同
2	中国古代流传有湿耕泽锄不如归去肥是农家宝庄稼不可少且溉且粪长我禾黍等谚语这些谚语反映出中国古代农业生产的特点是精耕细作男耕女织注重把握农时注重使用肥料
2	据记载春秋时期景公之时饥晏子就借景公修筑路台的机会招募一些灾民来修筑令吏重其赁工钱并且延长道路和工期这一措施的实行意在发展交通事业缓和社会矛盾增加财政收入维护小农经济
2	阅读材料回答问题农业农村农民是社会发展的基础中国自古以来就非常重视三农问题；中华传统文化在春秋战国时期即表现为以民本思潮和专制主义为两翼的百家争鸣的私学文化中华文化史请回答根据材料并结合所学知识概况指出春秋战国时期私学文化中民本思潮的主要内容并分析这一时期私学文化产生的根源
2	年出版的巴金所作孔老二罪恶的一生的部分内容孔老二念念不忘自己是奴隶主贵族的后代从十五岁起孔老二就下死劲学习周朝奴隶制的典章制度学习奴隶主贵族的六艺梦想将来当官出人头地为复辟奴隶制卖命孔丘三十岁左右开办私塾广收门徒他严格规定招生的阶级界限能在杏坛听孔老二讲学的都是贵族当官人家的子弟孔老二利用讲学聚徒结党培植复辟奴隶制的吹鼓手所以他不仅不是什么全民教育家还为奴隶主残酷屠杀奴隶大声叫好只有严厉镇压奴隶才能斩草除根根据材料并结合所学知识在巴金对孔子的评价中找出一条错误的观点并说明理由要求观点明确史实准确逻辑严密表述清晰
2	中国古人以天干地支为年月日时的序号考古发现在商朝后期帝王帝乙时的一块甲骨上刻有完整的六十甲子可能是当时的日历这说明商周时期王权的天命观在商朝时已经开始使用干支纪日了商周以来周而复始循环下去的宇宙观干支法在中国古代一直使用从未间断
2	阅读材料完成下列要求材料在历史中儒学一直在发展与创新唐代韩愈以周公孔子的继承者自居排斥佛道鄙薄汉代以来的儒学认为周公孔子之道在孟子之后已经断绝他在原道中说吾所谓道也非向先前所谓老与佛之道也尧以是传之舜舜以是传之禹禹以是传之汤汤以是传之文武周公文武周公传之孔子孔子传之孟轲轲之死不得其传焉他的这一主张被宋代儒者接受并发扬当代学者认为韩愈开了宋代新儒学的先河摘编自卞孝萱等韩愈评传结合材料及所学知识指出汉代儒学与孔孟儒学的不同之处并概括宋代理学在哪些方面对儒学有所发展
2	阅读材料回答问题董仲舒是汉代的第一大儒封建社会理论大厦的设计师和建筑师封建社会初期的有建树的思想家同时他还是汉代的第一大教育家以上这些都是值得肯定的方面不过董仲舒的新儒学体系也包含了神秘主义的形而上学的东西特别是作为封建地主阶级的意识形态其维护封建专制和压抑人性的方面始终是消极方面特别是到封建社会的后期便日益走向了阻碍社会前进的反动方面王永祥董仲舒评传根据材料并结合所学知识对董仲舒的主要思想加以评析要求对董仲舒思想持赞成反对或另有观点均可观点明确；结合史实进行评析史论结合
2	阅读材料回答问题材料秦汉以来刑罚类杂频异且严酷北魏律规定了死流宫徒鞭杖六种法定刑北齐律承其后最终确立了死流徒鞭杖五刑北齐律废除宫刑北周进一步废除肉刑北魏之前的缘坐的范围甚广特别是出嫁妇女既随夫家受诛又随父家受戮北魏孝文帝以诏令特加缩小非犯干名犯义之重罪者缘坐处死皆止其身北齐北周更多次明令轻罪重教化轻刑罚此外自先秦以来大刑之间就缺乏过渡差等较大如罪重于徒不至死怎么判定从北魏开始大刑之间出现弹性北齐时流刑已成为一种法定刑作为死刑与徒刑的中间刑北周又将流刑按里程分为五等使流刑更为规范化进而填补了自汉文帝以来死刑与徒刑之间的差等这一时期的刑法制度改革为隋唐以后封建五刑的定型奠定了基础据曾宪义中国法制史等根据材料概括北朝刑法制度改革的主要趋势根据材料并结合所学知识分析北朝刑法制度改革的积极意义
2	自秦汉以来仕者不世然其贤人君子犹能识其先人或至百世而不绝无庙无宗而祖宗不忘宗族不散其势宜亡而独存则由有谱之力也这一现象说明宗法制是维系分封制的基础宗法制构筑了家族内部等级观念宗庙是维系亲情延续的关键宗法观念是维系家族亲情的纽带
2	人对文化知识的认识受各种因素影响阅读材料回答问题材料一普罗泰戈拉从具体感性的人出发提出了感觉即知识的观点感觉是对于存在的感觉既然它是知识也就是无误的那么像神的存在我们是不能承认其真实性对它只能存疑苏格拉底认为知识的本质存在于概念思维中个人的感觉知识是不确定的如果我们以眼睛看着事物或者试想靠感官的帮助来了解他们我的灵魂就会完全变瞎了我想我还是求援于心灵的世界并到那里去寻求存在的真理更好些这种知识论反映在实践理性上他把对善的目的追求和对真理的追求统一起来实现哲学和伦理的一体化摘编自马良朱晓明古希腊哲学的知识论轨迹探寻材料二世纪中国文化在法国受到推崇伏尔泰在中国的思想文化里找到了他进行论战所需要的理论中国在他心目里乃是政治和哲学的一种典范是反对旧制度之下贵族特权的一面崇高的旗帜是投向耶稣会和一切宗教迷信的一把利剑因此中国文化成为伏尔泰抨击旧制度和专制主义的重要武器伏尔泰讴歌和赞美中国的体制文官制度伦理道德他惊叹早在四千年前我们还不知读书识字的时候中国人就已经知道我们今日拿来自己夸口的那些非常有用的事物了摘编自艾丹妮何兆武旧制度时期的法国与中国文化等依据材料和所学知识分别说明普罗泰戈拉和苏格拉底对知识的看法及积极意义伏尔泰为什么推崇和赞美中国文化你是否赞同伏尔泰对中国文化的描述说说你的理由
2	虽然明淸实行海禁和闭关锁国但有确切证据表明直到世纪初中国海外贸易都是顺差中国仍是世界最大的经济体对国际贸易有着重要影响导致这一现象的主要原因是中国逐步沦为西方的原料产地白银大量流入自然经济的抵制作用且传统手工业水平高超海禁和闭关锁国政策的保护重农抑商的推行明清时期政治稳定文化对周边地区辐射力大
2	凡士工商贾皆赖食于农以故农为天下之本务而工贾皆其末也形成上述观念的根源重农抑商政策资本主义萌芽自给自足的自然经济君主专制制度
2	从年到年郑和率船队七下西洋在他第一次航海年后西方航海家的探险活动也相继开始郑和去世之后中国的航海活动就此终结而西方的航海活动却方兴未艾出现不同结果的主要原因是制度和文化的不同参与者思想解放的程度不同经济发展水平不同领导者和航海家的目的不同
2	唐代耒耜经中记载的曲辕犁构造更加复杂和完备由犁底等个部件组成已能根据需要进行深耕和浅耕以及调节耕地的宽窄操纵便利这种记载表明古代农业注重精耕细作封建政府重视农业科技重农抑商政策深入人心农业动力发生深刻革命
2	汉朝以后我国传统农业的主要耕作方式是刀耕火种石器锄耕铁犁牛耕小农经济
2	你耕田来我织布我挑水来你浇园这两句歌词反映了我国小农经济状态下的生活情境下列有关古代小农经济基本特点的表述不正确的是自给自足一家一户为生产单位男耕女织无需交纳赋税
2	乾隆五年大臣胡定上奏曰近日富商巨贾挟其重资多买田地或数十顷或数百顷农夫为之赁耕每岁所入盈千万石上述现象对清代工商业的影响是造成农民贫困市场狭小促使工商业向乡村渗透扩大了手工业生产规模导致了工商业资金的流失
2	阅读材料材料一永乐二年禁民下海时福建濒海居民私载海舡交通外国因以为寇郡县以闻遂下令禁民间海船原有海船者悉改为平头船所在有司防其出入永乐实录卷材料二顺治元年清政府颁发迁海令将北起山东南至广东的沿海居民内迁三四十华里并且将所有沿海船只悉行烧毁寸板不许下水凡溪河竖桩栅货物不许越界时刻瞭望违者死无赦台湾外纪卷请回答归纳材料一中现象出现的原因材料二中反映的现象出现的原因是什么实行海禁和闭关锁国给中国带来了什么影响
2	阅读下列材料回答问题材料一吴地市镇上络纬机杼之声通宵彻夜远近村坊织成绸匹俱到此上市四方商贾蜂攒蚁集挨挤不开路途无停足之隙苏州城闾门外黄家巷明代尚系近城旷地烟户甚稀到了清代前期生齿日繁人物殷富闾阎且千鳞次栉比上自帝京远连交广以及海外诸洋梯航毕至千里之商贾骈肩辐辏吴越州郡察其市肆贸迁多系晋省之人据熙朝新语等整理材料二明清时期在史籍中并不乏有关从商致富的记载但几乎毫无例外过去几个世纪以来商人最后总是倾向于把累积得来的财富或过剩的资本投资于购买土地或供应下一代有闲沉浸于传统典籍参与科举以便进入官僚行列即使有人终生以商贾为业仍会要求其一代尽可能转向科举因此我们可以说引发人们营商致富的动机中实已包含了否定或摧毁商业企业发展的因素史仲文胡晓琳中国全史﹒商贾史依据材料一并结合所学知识说明明清时期商业发展的特点概括指出材料二中描述的社会现象结合所学知识分析明清时期资本主义萌芽缓慢发展的原因
2	古代中国的商业发展与政府的经济政策之间存在密不可分的关系阅读下列材料材料一无论商王或周王室都有大批商贾为之采购珍奇物品如商王室设有多贾管理王室商业多贾还供献香酒参与商王祭祀祖先的仪式丁已小雨佑多贾以鬯à祭祀用的香酒可见多贾在王室的地位是相当高的冷鹏飞中国古代社会商品经济形态研究材料二末作奇巧指商业手工业禁则民无所游食民无所游食则必农民事农则田垦田垦则粟多粟多则国富国富者兵强兵强者战胜战胜者地广今为末作奇巧者一日作而五日食意为工商业一日之利可供五日之需农夫终岁之作不足以自食也舍本事而事末作则田荒而国贫矣管子·治国材料三商籍农而立农赖商而行求以相辅而非求以相病则良法美意何尝一日不行于天下哉官民农商各安其所而乐其生夫是以为至治之极宋陈亮四弊请回答据材料一概括商周时期的商业状况由此看出当时政府的商业政策是什么据材料二指出春秋时期管仲提出了怎样的经济政策依据材料二分析管仲提出这种经济政策的理由材料三反映的主要经济观点是什么结合材料三和所学知识分析作者提出此观点的原因综合上述材料结合所学知识指出商业发展与经济政策的关系
2	明初有隶属官府的工匠因为不堪官府奴役经常怠工逃亡嘉靖年间政府允许工匠以银代役每人每年四钱五分称匠班银这一变化反映了工匠对官府人身依附削弱社会矛盾日益尖锐白银成为普遍流通的货币雇佣关系逐步普及
2	明代中后期江南地区出现了机户出资机工出力的现象机户是指手工作坊主雇佣工人地主佃农
2	中国古代官营手工业在古代手工业中占有优势它的主要特点是①由政府直接经营进行大作坊生产②技术和生产工艺保持世界领先水平③占据技术人才和原料优势生产不计成本④主要是为市场提供精美商品和为对外贸易交流①②③④①②③①③④①②④
2	隋朝将作大匠宇文凯曾严令官府工匠不得入市工作其晚年回乡后亦受到严密监视且不许收授学徒和制作产品上述现象主要反映了官营手工业者的创造力受到束缚隋朝的官营手工业发达产品精美工官制度不利于手工工艺的传承和推广官营手工业者的匠籍制度被废除
2	元代为了便于强制征调工匠服役将工入专门的匠藉称为匠户明代与元代的不同在于匠户不须永远在官府服役可以轮班进行服役不服役期间离开作坊甚至可以纳银折抵服役这种变化抑制了资本主义萌芽发展巩固了小农经济主体地位打破了官营手工业的垄断促进了民营手工业的发展
2	汉武帝时下诏规定有工商业户籍的商人及其家属都不能占有田地有敢于违反法令而购买田地的官府要没收他们的田地此规定旨在打击商人贬低商人地位维护小农经济的稳定防止国有土地的流失增加政府的财政收入
2	人们常把做事不分轻重主次称为本末倒置在中国封建社会的历史上统治者的经济思想中的本是指农业手工业商业文教娱乐业
2	乾隆时人说近日富商巨贾挟其重资多买土地或数十顷或数百顷这种现象对社会发展产生的消极影响是阻碍资本主义萌芽发展自耕农数量减少国家赋税收入锐减土地兼并加剧
2	明清资本主义萌芽产生的主要标志是手工业作坊大量增加手工业技术水平空前提高机户出资机工出力的机房产生商品经济发展对外贸易扩大
2	中国古代的手工业产品精美技术长期领先世界下列关于古代中国手工业的说法不正确的是两宋时期部分手工业部门中出现了资本主义萌芽唐代制瓷业形成了南青北白两大系统宋朝制瓷技术大放光彩出现五大名窑商周时期青铜制造业发达
2	唐代是否存在夜市下面有两种说法材料一来自于唐六典凡市以日中击鼓三百下而众以会日入前七刻击证三百声而众以散；材料二来自唐代诗人王建夜看扬州市夜市千灯照碧云高楼红袖客纷纷对这两则材料的说明最合理的是两则材料完全相互矛盾不能判断唐代是否已有夜市材料一比材料二更具权威性可以判断唐代根本没有出现过夜市两则材料反映的地区不同这说明唐朝在不同地区实行不同的经济政策反映了当时市的管理制度已经不能完全适应新的经济形势
2	据农政全书记载在明代今北土之吉贝木棉贱而布贵南方反是吉贝则泛舟而鬻卖诸南布则泛舟而鬻诸北这表明当时北方经济发展超过南方南方是商帮活动的主要区域区域差异推动长途贸易水运是南北商贸的唯一途径
2	古代银行的雏形出现于唐朝专为富商大贾贵族官僚高利贷者储存金银财物它就是柜坊飞钱交子商帮
2	自大街及诸坊巷大小铺席连门俱是无虚空之屋每日凌晨两街巷门浮铺上行百市买卖热闹至饭前市罢而收此种情形最早应出现宋朝唐朝汉朝清朝
2	坊的制度就是用墙把坊居民区围起来除了特定高官以外不许向街路开门这一制度彻底被打破是在汉代唐代宋代明代
2	蒋廷黻在中国近代史中有一段描述在广州外人也是不自由的夏秋两季是买卖季他们可以住在广州的十三行买卖完了他们必须到澳门去过冬他们在十三行住的时候照法令不能随便出游这段描述反映清政府开放广州为通商口岸绝对禁止中外贸易坚持重农抑商政策实行闭关锁国政策
2	城市是当今人们所熟知的名词实际上今天人们眼中的城市与古人眼中的城市并不完全相同说文中载城以盛民地市买卖之所也这表明二者的主要区别是政治经济地位不同占地范围与规模不同古今城市功能不同城市的繁荣程度不同
2	宋代的市与唐代的市的区别在于①突破了空间和时间的限制城郊和乡村出现出了市②设立了草市尉③商业活动不再受到官吏的直接监管④邸店车坊会馆兴隆①③②③①④①②③④
2	明代中期以后私营手工业在很多行业中超过占主导地位的官营手工业这主要是因为私营作坊技术水平高官府资金投入不够商品经济的发展雇佣劳动关系的出现
2	铁犁牛耕作为我国传统农业的主要耕作方式最早出现于黄帝时期商周时期春秋战国时期秦汉时期
2	美国历史学家珀金斯指出～世纪中期中国的人口耕地面积和农业总产量都在增长但劳动生产率却没有提高导致这种情况的主要原因是自然经济的简单再生产形式重农抑商政策抑制了农业的发展闭关锁国政策的长期推行传统科学技术不能提高劳动生产率
2	北朝推行均田制规定年满岁男子依照制度占有一定数量的耕地按户缴纳赋税并要求男子达到岁女子达到岁必须嫁娶不得拖延均田制的目的是抵制土地兼并促进人口增长增加财税收入稳定个体小农
2	中国作为四大文明古国之一农业文明源远流长以下农具开始应用于农业生产的先后顺序是④①②③④①③②①④③②①④②③
2	举世瞩目的三峡工程在年持续不断地建设施工后年底基本建成这是中国水利建设的又一个重要里程碑中国古代在水利建设方面也取得了一系列辉煌成就其中兴建于战国时期至今仍对长江流域的抗旱防洪发挥着巨大作用的水利工程是都江堰筒车龙首渠白渠
2	徐光启农政全书载今北土之吉贝棉花贱而布贵南方反是吉贝则泛舟而鬻诸南布则泛舟而鬻诸北这说明当时商业是棉纺织发展的前提商人买贱卖贵伤害了农业北方农业生产比南方发达南方经济较北方更有优势
2	学者文德尔班在哲学史教程中描述在古希腊民主政治确立以前古希腊人认为自己的一切都是既定的神授的也是最好的以服从法律为最高职责他们只知道服从命令而不问命令从何而来命令是否正当在智者学派以前无一人曾想到过检验一下法律问一问法律自称的合法权力究竟基于什么这说明智者学派所起到的社会作用是推动雅典城邦民主制度的发展推动了古希腊人的怀疑精神使雅典形成完备的法律体系推动了个人私欲的膨胀
2	公元前六世纪到公元前四世纪是东西方哲学思想发展的重要时期当时对儒家的民本思想与智者学派的人文主义思想出现的社会背景主要的不同是讨论主题不同诞生的政治氛围不同价值取向不同所处的历史阶段不同
2	黍和稷应属于同一类农作物黍去皮后叫黄米有粘性；稷就是粟俗称谷子脱壳以后叫小米没有粘性甲骨文中黍字出现多次稷字出现次；诗经中提到的谷物最多的也是黍和稷分别是次和次据此可以做出的判断是黍和稷都属于古代作物系列诗经是反映农业生产的作品黍和稷都是商周重要的农作物黍比稷更具生产生活实用性
2	西汉政治语汇中常可看到拨乱反正如史记·高祖本纪说刘邦拨乱世反之正平定天下西汉前期起到拨乱反正作用的措施是吸取秦亡教训分封同姓王奉行轻徭薄赋的休养生息政策实行罢黜百家独尊儒术推行盐铁的统一生产和销售
2	汉武帝采用董仲舒的意见罢黜百家独尊儒术在中央设立太学置儒家的五经博士后又为之置弟子员使之成为政府设立的最高学府学习经学成为入仕的正式途径由此可知汉代诸子百家的成分发生了新的变化原始的民主思想彻底消失知识分子的构成发生了新的变化孟子地位发生了新的变化
2	董仲舒说夫长吏多出于郎中中郎又有郎官多出自任子指二千石以上官员任职满三年可举子弟一人为郎或貲选非有市籍的商人家资满十万文帝时减为四万可任郎官为解决上述用人方面的局限汉武帝实行察举制颁布推恩令设刺史监察建内外朝制度
2	汉武帝采取的哪些措施对于促使儒家思想居于正统地位起了直接作用①举贤良对策②重用文学儒者③兴办太学讲授儒家经典④设立地方学校广泛传播儒学①②③①③④②③④①②③④
2	贾谊前～前年著过秦论总结秦亡教训说仁义不施而攻守之势异也这一认识与当时西汉的哪一政策相呼应休养生息重农抑商尊儒尚法推恩令
2	某中学历史研究学习组在研究汉武帝对中国古代教育和人才培养方面的贡献时搜集了以下有关材料其中能对其研究有帮助的是①创办太学及令各郡国建立学校②设五经博士③创立察举制④罢黜百家①②③④①②③②③④①③④
2	罢黜百家独尊儒术最初其用意只在于确立儒家在官学与朝廷政治中的地位不许其他学派分沾而诸子百家读书人若要研究尽可自便只是不能用来猎取功名富贵但到了世纪与世纪之交梁启超章太炎等著名学者共同认定罢黜百家独尊儒术就是禁止诸子百家在社会上流传是汉武帝在学术文化上采取的专制独裁政策造成这种解读的主要原因是学人标新立异来提高知名度政治形势对学术研究的干扰史料缺乏造成学者认识不足传统史学界研究方法的局限
2	汉初将相皆旧功臣少文多质自汉武帝后汉朝政权非贵族政府非军人政府非商人政府逐渐由代表农民政府转为士人政府这一转变的主要原因是重文轻武政策实施宗法礼制的强化社会治理思想变化世官制的废除
2	文明史学者认为从隋唐到宋元文化发展的大趋势是文化的下移即从世族垄断文化的状态转向庶族士人的活跃再转向市民文化人的出现和活跃这一趋势出现的背景是①科举制度的实行②城市商业的繁荣③印刷技术的应用④中外交流的扩大①②③②③④①③④①②④
2	梁启超曾说中国专制政治之发达其大原力有二端一由于教义之浸淫二由于雄主之布划以下属于梁启超所说的教义之浸淫的是统治者利用宗教大力维护自己的统治宗教的欺骗性使人民群众丧失了斗争精神儒家思想成为维护封建统治的工具中国君主专制根深蒂固
2	秦代焚书禁学和汉代独尊儒术采用的手段大相径庭秦代重在禁汉代重在尊但两者反映的本质问题是相同的即文化氛围由生动活跃转为死气沉沉文化内容由综合宽容转向专制文化成为政治权力的附庸为不同思想留下适度发展的空间
2	钱穆先生在孔子与论语中说儒家论人生主张节欲寡欲以至于无欲；但绝不许人寡情绝情乃至于无情这表明儒家思想主张建立礼乐制度深受宗法制的影响认同情感的积极性提倡人文理性精神
2	乐者为同礼者为异同则相亲异则相敬乐胜则流礼胜则离合情饰貌者礼乐之事也礼义立则贵贱等矣乐文同则上下和矣据此礼乐的主要社会功能是促使君子庶人日趋平等规范和而不同的秩序塑造人群的集体认同明确社会的等级关系
2	易中天评论诸子百家的理想社会之一是蜂蚁社会大腹便便稳坐中央的君主是蜂王或蚁后那些什么想法都没有只知道按照法定程序做贡献的臣民是工蜂和工蚁下列诸子的政治理想较为符合蜂蚁社会的是为政以德譬如北辰居其所而众且拱之不尚贤不使能上如标枝．民如野鹿事在四方要在中央；圣人执要．四方来效人人不损一毫人人不利天下．天下治矣
2	两千多年以前的春秋战国时代中国就己经有了活跃的市场经济不管是土地市场劳动力市场还是产品市场都已经非常完善当时中国的文明不仅在经济基础科学技术上领先于西方而且在制度层面也走在世界前列下列关于春秋战国时期的表述不正确的是建立了君主专制的中央集权制在制度层面走在世界前列工商食官局面被打破有利于市场经济的发展编制出世界上最早的星表对天文研究具有重要参考价值小农经济成为中国传统农业社会生产的基本模式
2	在周朝的力量衰朽已久社会动荡和文化变迁威胁着周的国祚之时孔子成了周朝政治秩序最伟大的捍卫者孔子的下列主张能够说明他是周朝捍卫者的是为政以德己所不欲勿施于人因民之所利而利之上好礼则民莫敢不敬
2	论语记录了孔子的话周监于二代郁郁乎文哉吾从周荀子说由士以上则必以礼节之对以上材料理解不准确的是周监于二代中的二代是指夏商两代吾从周指孔子尊崇周礼郁郁乎文哉说明夏商政治文化已成熟荀子指出了礼乐制在维护分封制宗法制方面的重大作用
2	孔子曰非礼勿视非礼勿听非礼勿言重礼敬德的中华礼仪传统在历史长河中沉淀下来孔子所说的礼在当时所起的主要作用是维护了君主专制巩固了宗法等级制度确保了社会和谐发展加强了思想控制
2	孔子认为周礼是理想之制度周监于二代郁郁乎文哉吾从周这一思想提出的政治背景是分封制宗法制遭到破坏诸侯不满封号纷纷改称王铁农具和牛耕出现并逐步推广王室衰微的迹象开始出现
2	春秋时代灭国在六十以上但其中大部分是以夷灭夏和以夏灭夷诸侯国之间相灭的只占少数姬姓国相灭的例子更是少数而在列国内部大夫固然有时逐君弑君却还要找一个比较合法的继承者来做傀儡材料中的这种现象最能反映春秋时期夷夏之间矛盾尖锐战争频繁宗法制仍是春秋时期维系政治秩序的基础春秋时期分封制已经开始逐步地走向崩溃三纲五常的伦理观念在春秋时期已经确立
2	中国古代大多数封建王朝执行并发展重农抑商政策的根本目的是保护农业生产和小农经济保证赋税的征收和力役的征派确保社会稳定有序巩固封建统治秩序
2	阅读下表按相应历史时期的时间先后顺序排列正确的是时期历史信息①明码标价半两钱标准衡器直道②计工受值王阳明铜活字通番禁令③九市市籍司隶校尉五都④参知政事瓷路武经总要石普①③②④②③④①①③④②④②③①
2	德国著名的政治学家经济学家社会学家马克斯韦伯曾这样说道科举制度全面推行成为世袭君主的一种手腕用来阻止一个孤立他的等级的形成否则这个等级会按照藩臣和内阁的做法垄断所有的官僚他的意思是君主用科举制度这只看不见的手来维护统治科举制是中国古代最好的选官制度科举制度为行政效率提高创造了条件科举制度有利于形成全社会崇儒重学的风气
2	关于监察官的选任两汉多用察举方式唐代选任权多由宰相掌握宋代中央一级监察官多由帝王亲擢明代由督察院挑选人员后由皇帝点选民国时监察委员由院长提请国民政府任命后改为选举产生年我国决定建立由人大产生对人大负责接受人大监督的国家监察委员会对此理解正确的是监察制度有效地保障了政治清明监察制度的权威性呈现出先上升后下降的态势君主严格地控制着监察官选任权监察官选任演变一定程度上折射出民主政治追求
2	社会流动主要指个人跨越阶层边界的过程即从一个社会阶层转移到另一个社会阶层的过程或是指人们在社会关系空间中从一个社会地位向另一个社会地位的移动下列现象中均有利于社会流动的是①从世卿世禄到军功受爵②从工商食官到重农抑商③从察举制到科举制④从重农抑商到工商皆本①②③④①③④②③④①②④
2	易中天的帝国的终结写道由邦国制度发展而来的帝国制度曾使我们民族龙腾虎跃在世界上独步一时；由城邦制度留下的政治遗产则在千年之后大放光辉并成为当今世界不同可阻挡之制度文中所言帝国制度城邦制度的主要特点分别是君主专制法制至上中央集权代议民主宗法血缘直接民主中央集权人民主权
2	北宋程颐说道唐有天下如贞观开元间虽号治平然亦有夷狄之风三纲不正无父子君臣夫妇其原始于太宗也故其后世子弟皆不可使玄宗才使肃宗便篡肃宗才使永王璘便反君不君臣不臣故藩镇不宾权臣跋扈陵夷有五代之乱作者意在说明藩镇割据严重削弱中央集权传统宗法制度受到极大破坏伦理纲常有利于政权的稳定佛道兴盛对儒家思想的冲击
2	社会经济困境特别考验政府的执政能力管子认为人君应视国美剩余丰富不足而御其财物谷贱则以币予食布帛贱则以币予衣唐朝宰相刘晏也认为灾沴之乡所乏粮耳政府多出菽粟恣之粜运散入村闾他们共同强调政府提供补贴以减少农业震荡国家干预经济以消灭经济危机调整市场供给以稳定经济增加粮食生产以弱化市场矛盾
2	起居注是由职业史官记注官记录皇帝言行的档案汉时皇帝不允许观看起居注唐朝开了观看起居注的先例到宋朝皇帝观阅成了惯例清康熙帝甚至以记注官泄密为由停止编纂起居注这最能说明历朝皇帝历史知识日益丰富皇权呈现出不断加强的趋势清代君主的权力不再受制约起居注史料不够真实
2	自秦汉以来专制主义中央集权制度演变的基本趋势是①削弱地方加强中央②削弱相权加强君权③对边疆地区的管辖和治理日趋完善④逐渐强化对地方官吏的控制和监督①②③④①②③①②④①③④
2	反映我国君主专制制度发展趋势的排列正确的是①参知政事的设置②丞相制度的废除③军机处的设立④三省六部制的创立①②③④④②③①②④①③④①②③
2	从秦朝到清朝君主专制不断加强下列与此相关的政治措施按其出现的先后顺序排列正确的是①设置军机处②创立皇帝制度③实行三省六部制④废丞相设内阁②③④①①③②④①④③②③②④①
